ArticleID,Source,race,race_w2v,cigarillos,cigarillos_w2v,youth,youth_w2v,egal_w2v,ind_w2v,protest,riot,michael_brown,dead_blacks,n_words
huff225,HuffPost,5.0,0.124231468534,0.0,0.0466007051266,0.0,0.0874307854841,0.103062601787,0.118235107236,0,0,8,0,790
huff226,HuffPost,5.0,0.126464276538,0.0,0.0502625961276,0.0,0.0878975832574,0.104630514649,0.105358300497,0,1,9,0,472
huff227,HuffPost,3.0,0.120110546562,0.0,0.0427923364811,0.0,0.0865380065224,0.109506853205,0.11161176301,4,0,8,0,823
huff228,HuffPost,10.0,0.130676443621,0.0,0.0452044063503,0.0,0.0937341134638,0.0995327315375,0.107950828597,4,0,9,0,959
huff229,HuffPost,1.0,0.119034509049,0.0,0.0438222183802,0.0,0.0865128580998,0.0983276447525,0.104668721126,2,1,9,0,621
huff230,HuffPost,2.0,0.114957004834,0.0,0.0463298176057,0.0,0.0944905119698,0.0973180414852,0.109950903789,2,1,10,0,1036
huff231,HuffPost,4.0,0.12669192552,0.0,0.0523667863785,0.0,0.0906347084951,0.125604312403,0.141171613757,1,0,9,0,1317
huff232,HuffPost,4.0,0.117823773085,0.0,0.053909456918,0.0,0.0876568090891,0.0974185246735,0.107923279576,2,0,8,0,584
huff233,HuffPost,2.0,0.110973397212,0.0,0.043464983481,0.0,0.0782931334654,0.0988882686633,0.102547981319,1,0,7,0,536
huff234,HuffPost,3.0,0.11960103242,0.0,0.0448558495083,0.0,0.0892724901318,0.101478288834,0.107493771272,1,1,8,0,678
huff235,HuffPost,3.0,0.118575226112,0.0,0.046403915918,0.0,0.0930867801454,0.107554309123,0.110828596894,2,0,8,0,986
huff236,HuffPost,3.0,0.111969913331,0.0,0.0410156561399,0.0,0.0782005205865,0.087287870344,0.0919578066169,1,0,8,0,451
huff237,HuffPost,5.0,0.121081604163,0.0,0.0486484720394,0.0,0.093945961505,0.0956751289356,0.100737790404,1,0,10,1,616
huff238,HuffPost,6.0,0.120594337948,0.0,0.0423101918057,0.0,0.0940624654211,0.111014709665,0.119303711878,5,1,9,0,1871
huff239,HuffPost,3.0,0.116434496773,0.0,0.0480104066292,0.0,0.088961345142,0.0863621970199,0.0919222738976,0,0,8,2,704
huff240,HuffPost,2.0,0.11405216912,0.0,0.0481386096979,0.0,0.092654470186,0.0984249655246,0.108776209006,0,0,8,0,673
indep1,Independent,6.0,0.126967084031,0.0,0.0526894910432,0.0,0.0983396123773,0.103135795326,0.113115017431,7,0,1,0,1185
indep2,Independent,7.0,0.13368038705,0.0,0.0677195595676,0.0,0.0955283083376,0.123996383556,0.142251857616,6,1,3,0,1665
indep3,Independent,3.0,0.121531202484,0.0,0.0565324430933,0.0,0.0930256393816,0.102651467342,0.107132231394,12,2,3,0,976
indep4,Independent,1.0,0.126698403833,0.0,0.0513679851808,0.0,0.0878048374823,0.0895060175503,0.0951312299478,3,0,4,0,450
indep5,Independent,11.0,0.124089063721,0.0,0.0500257862142,0.0,0.0949053948648,0.0919117294282,0.0994740100722,5,1,1,0,500
indep6,Independent,1.0,0.124486872494,0.0,0.0535728019974,0.0,0.116056152507,0.0994231785773,0.112689659377,3,0,1,0,350
indep7,Independent,5.0,0.12578232323,0.0,0.0497655561965,0.0,0.095156889734,0.101169069919,0.106922075693,4,0,1,0,891
indep8,Independent,2.0,0.123407445662,0.0,0.0624200781224,0.0,0.095698394259,0.0930651353197,0.0966721504599,2,1,1,0,413
indep9,Independent,3.0,0.136704416897,0.0,0.0479243073576,0.0,0.0969110044542,0.106999776099,0.112422785545,2,1,1,0,430
indep10,Independent,1.0,0.10718144811,0.0,0.0480878918426,0.0,0.0840211149705,0.0863356410734,0.0966543276641,1,0,0,0,183
indep11,Independent,9.0,0.139576696322,0.0,0.0532263629158,0.0,0.096613019509,0.101619323373,0.114060413129,1,0,1,0,432
indep12,Independent,6.0,0.127349767605,0.0,0.0522065427215,0.0,0.0948939607529,0.100979296448,0.102599185262,3,1,1,0,793
indep13,Independent,2.0,0.134136208742,0.0,0.0506544138701,0.0,0.0943961776395,0.120873013477,0.134575965227,3,1,1,0,588
indep14,Independent,3.0,0.121860930117,0.0,0.0433197338945,0.0,0.0923121070856,0.103120459611,0.109818684777,6,0,2,1,701
indep15,Independent,4.0,0.129775752893,0.0,0.0529215110286,0.0,0.0962411105213,0.097695857196,0.0995199776109,2,2,1,0,449
indep16,Independent,4.0,0.123453062019,0.0,0.0426503661569,0.0,0.0948916040315,0.0956288723056,0.103504461638,5,0,1,0,539
indep17,Independent,5.0,0.11907747831,0.0,0.0419841787148,0.0,0.0762674512577,0.113418933208,0.111274856464,2,0,2,0,802
indep18,Independent,7.0,0.12741409925,0.0,0.0520313846313,0.0,0.0955660404468,0.0985803481741,0.10596786058,6,0,1,0,644
indep19,Independent,11.0,0.153765251882,0.0,0.0613823281924,0.0,0.100372252002,0.118114126383,0.12195218131,0,2,2,0,604
indep20,Independent,11.0,0.145544505748,0.0,0.0515656870958,0.0,0.100092891685,0.117038736997,0.125664097982,4,0,1,2,921
indep21,Independent,5.0,0.122325477556,0.0,0.0551709191625,0.0,0.0959836259092,0.0983276713953,0.104915038263,3,1,1,0,876
indep22,Independent,0.0,0.119504835782,0.0,0.0485945576602,0.0,0.0908516909906,0.0938192589732,0.103292814857,0,0,1,0,231
indep23,Independent,1.0,0.141644375965,0.0,0.0557825486762,0.0,0.0990613478828,0.123719974489,0.126790012699,3,0,1,0,265
indep24,Independent,4.0,0.133193979472,0.0,0.0488960377592,0.0,0.0938382958788,0.114546632937,0.122691477701,3,4,3,0,762
indep25,Independent,4.0,0.125854648744,0.0,0.0534645057882,1.0,0.106598884868,0.0988783345368,0.108506415904,1,0,5,0,990
indep26,Independent,0.0,0.119472537177,0.0,0.0475507177595,0.0,0.103123833846,0.0934065013747,0.0993978521678,1,0,1,0,81
indep27,Independent,4.0,0.122184364683,0.0,0.0415268603229,0.0,0.0926467612653,0.106353064983,0.106202541024,0,0,1,0,429
indep28,Independent,1.0,0.125014985672,0.0,0.0543111141654,0.0,0.102378953342,0.0982214508854,0.108766542503,1,0,1,1,418
indep29,Independent,1.0,0.106710887653,0.0,0.0469095694369,0.0,0.0920939764606,0.077826827947,0.0932384948579,1,0,1,0,88
indep30,Independent,13.0,0.147965426404,0.0,0.0597755280188,0.0,0.10078082867,0.126967900501,0.140629602316,1,0,2,0,814
indep31,Independent,11.0,0.173600315145,0.0,0.0527513803918,0.0,0.1071186811,0.126563358393,0.123057919332,0,3,2,0,368
indep32,Independent,8.0,0.142092570877,0.0,0.048938672442,0.0,0.104512694351,0.119239355664,0.128884102139,2,0,1,0,620
indep33,Independent,9.0,0.126499032151,0.0,0.066586328442,0.0,0.0955118732625,0.111380671577,0.131373443714,1,0,1,0,1084
indep34,Independent,7.0,0.13464195526,0.0,0.049685865106,0.0,0.0919585462723,0.104766528363,0.106983399676,5,0,2,0,502
indep35,Independent,4.0,0.127979487235,0.0,0.049028648418,0.0,0.0980185066752,0.0962280276475,0.105708264226,1,0,1,0,517
indep36,Independent,4.0,0.114653671625,0.0,0.0509545179471,0.0,0.0887759345273,0.0938283513226,0.110202971956,3,0,1,0,413
indep37,Independent,5.0,0.12998155102,0.0,0.0566406088465,0.0,0.0989540406065,0.0990662119642,0.106549019306,4,0,2,0,828
indep38,Independent,1.0,0.124306348008,0.0,0.0499424030319,0.0,0.105143517271,0.0837336828975,0.092274269017,0,0,1,0,79
indep39,Independent,0.0,0.143700555304,0.0,0.0455660908392,0.0,0.0895552248686,0.1153704195,0.135954813821,0,0,1,0,120
indep40,Independent,1.0,0.130505715393,0.0,0.0491194833665,0.0,0.0965346310952,0.113055499708,0.123771057472,2,1,2,0,414
indep41,Independent,3.0,0.128159022454,0.0,0.0532507765926,0.0,0.0950089230176,0.100726177435,0.11250775048,2,1,1,0,700
indep42,Independent,30.0,0.147813594063,0.0,0.0590452129682,0.0,0.0984391112572,0.127885377514,0.138008954914,0,0,3,0,1916
lat1,LATimes,18.0,0.143290624096,0.0,0.0488195398705,0.0,0.11039818823,0.115808017935,0.128731589694,5,0,1,0,1892
lat2,LATimes,19.0,0.126469083531,0.0,0.0488552681937,0.0,0.0851525694884,0.11209035656,0.121798532633,2,2,0,0,1543
lat3,LATimes,13.0,0.130137071752,0.0,0.0512788789901,0.0,0.0949352040566,0.106498023893,0.110887012037,7,1,1,0,1358
lat4,LATimes,7.0,0.128422108409,0.0,0.061446281798,0.0,0.0994582775597,0.106662809998,0.116462275145,11,0,1,0,1898
lat5,LATimes,0.0,0.109718918359,0.0,0.0576973405939,0.0,0.0938620726101,0.0784994330622,0.0902441933057,1,0,1,0,112
lat6,LATimes,5.0,0.133493818429,0.0,0.0522790308994,0.0,0.10568113322,0.0998325536034,0.109537598005,5,1,2,0,1334
lat7,LATimes,5.0,0.124006909711,0.0,0.049427243747,0.0,0.0952764461117,0.106902423445,0.118288180744,19,2,3,0,2522
lat8,LATimes,4.0,0.121867320532,0.0,0.0508611478939,0.0,0.0922933179505,0.0944739821167,0.0986122134853,8,0,1,0,890
lat9,LATimes,5.0,0.124957400985,0.0,0.0492107290811,0.0,0.0962843796972,0.0984172296145,0.10316347644,9,0,1,0,1631
lat10,LATimes,0.0,0.125972042556,0.0,0.0505334249935,0.0,0.101031619581,0.0932705652513,0.0962464840247,1,0,0,0,58
lat11,LATimes,3.0,0.125016813217,0.0,0.051799644902,0.0,0.0969319384497,0.104587399722,0.112151639374,6,1,1,0,1320
lat12,LATimes,3.0,0.117185976867,0.0,0.0577431002228,0.0,0.0893549476226,0.0978738353079,0.111630615412,2,0,0,0,700
lat13,LATimes,1.0,0.141820754497,0.0,0.0445447627892,0.0,0.09750534831,0.13457026531,0.144537360967,0,0,1,1,469
lat14,LATimes,5.0,0.137209448412,0.0,0.0573057815362,0.0,0.0922310378811,0.121585460589,0.127120610233,0,0,1,0,866
lat15,LATimes,3.0,0.129656046655,0.0,0.0641809582812,0.0,0.0981914273648,0.110805167123,0.120344035563,8,2,1,0,932
lat16,LATimes,17.0,0.141650519155,0.0,0.0614885312679,0.0,0.104919865842,0.108531756088,0.116154357623,6,3,2,0,1564
lat17,LATimes,2.0,0.126822241712,1.0,0.0590780283501,0.0,0.0987669357299,0.106467695012,0.121657348416,1,0,1,0,555
lat18,LATimes,3.0,0.136088009329,0.0,0.0789395351557,0.0,0.104013787944,0.112835956798,0.126536029328,3,2,1,0,535
lat19,LATimes,2.0,0.131728415131,0.0,0.0567502815647,0.0,0.0972663585167,0.108555048142,0.122973155931,2,1,2,0,1611
lat20,LATimes,3.0,0.122055685719,0.0,0.0545004116685,0.0,0.0946590344601,0.101322844648,0.107117572707,8,0,1,0,1136
lat21,LATimes,0.0,0.121581445285,0.0,0.0608992103204,0.0,0.0971918006202,0.0990803152387,0.103247880462,5,1,4,0,813
lat22,LATimes,0.0,0.109391288906,0.0,0.0415134588856,0.0,0.0803468592769,0.0871294582502,0.102127101634,2,1,1,0,425
lat23,LATimes,2.0,0.130437839418,0.0,0.0421142488538,0.0,0.0949475750428,0.0908478802274,0.098631311329,1,0,1,0,97
lat24,LATimes,8.0,0.146437034513,0.0,0.0496917619774,0.0,0.110444529205,0.117624066309,0.116357364792,2,0,0,0,736
lat25,LATimes,3.0,0.126224547817,0.0,0.0537086392725,0.0,0.0971499489857,0.0939207619912,0.102839868299,5,1,1,0,566
lat26,LATimes,10.0,0.134002144596,0.0,0.0644176488881,0.0,0.100795319697,0.110719978812,0.124227047446,4,1,1,0,1277
lat27,LATimes,12.0,0.182788366431,0.0,0.0488344957554,0.0,0.102222236086,0.138066475337,0.133424824091,0,0,1,0,533
lat28,LATimes,7.0,0.142851950806,0.0,0.0412762056019,0.0,0.0957886310644,0.123480404093,0.128295232194,3,2,0,0,508
lat29,LATimes,5.0,0.131953066199,0.0,0.0618804305888,0.0,0.0988388912975,0.113729392201,0.125350534771,7,4,1,0,1395
lat30,LATimes,21.0,0.144463528976,0.0,0.0569898040714,0.0,0.0994578316538,0.11712345277,0.128870429944,3,0,1,0,1391
lat31,LATimes,0.0,0.118240957458,0.0,0.0592541997818,0.0,0.0886715558088,0.0978044349792,0.110126479638,2,0,0,0,187
lat32,LATimes,9.0,0.13557626556,0.0,0.0565391176287,0.0,0.0883664909355,0.122575666871,0.125666063152,1,1,1,0,1482
lat33,LATimes,5.0,0.127059335558,0.0,0.0524700630313,0.0,0.0964262636003,0.103289090013,0.114927905244,7,2,2,0,1500
lat34,LATimes,2.0,0.12763554893,0.0,0.0568809983689,0.0,0.0996526331721,0.0989294803511,0.107778724654,2,1,1,0,1307
lat35,LATimes,1.0,0.10925854578,0.0,0.0546257254744,0.0,0.090275161404,0.0860025408088,0.0933595135227,4,0,1,0,246
lat36,LATimes,4.0,0.131748452432,0.0,0.0483558365081,0.0,0.101207038913,0.106121856459,0.116135236345,1,0,1,0,894
lat37,LATimes,1.0,0.121030891354,0.0,0.0528826019145,0.0,0.090990311855,0.0904187827736,0.101987422269,0,0,2,0,463
lat38,LATimes,1.0,0.133674832616,0.0,0.0597357823233,0.0,0.0926206102842,0.118930961054,0.132726569854,6,3,1,0,979
lat39,LATimes,5.0,0.130981686501,0.0,0.0529299740226,0.0,0.0929910573401,0.11414102349,0.120943428008,4,1,1,0,903
lat40,LATimes,3.0,0.124335700602,0.0,0.0510535191171,0.0,0.0846125320604,0.1092730891,0.114283906243,5,2,0,0,1002
lat41,LATimes,0.0,0.114343270284,0.0,0.0411786859514,0.0,0.0834998864845,0.094943604471,0.108887560081,1,0,1,0,217
lat42,LATimes,10.0,0.1419404218,0.0,0.0579380537534,0.0,0.0928951618824,0.130767591355,0.13833323872,1,1,1,0,924
lat43,LATimes,17.0,0.144575237167,0.0,0.0547285118292,0.0,0.0899299652559,0.0999046592327,0.107251616081,2,13,1,0,998
lat44,LATimes,0.0,0.131045874959,0.0,0.0440376078719,0.0,0.0956144354291,0.113374765092,0.123389400992,1,0,1,0,812
lat45,LATimes,9.0,0.134963106941,0.0,0.0621980070798,0.0,0.109948600864,0.112584652815,0.131026098072,11,3,1,0,1481
lat46,LATimes,6.0,0.125103458837,0.0,0.0568811141676,0.0,0.0987701149971,0.0939780967483,0.103001599101,1,0,1,2,1186
lat47,LATimes,5.0,0.139392226279,0.0,0.0555285172336,0.0,0.0933893342538,0.12868286716,0.135496605448,1,0,1,0,696
lat48,LATimes,11.0,0.138993843101,0.0,0.063447401719,0.0,0.10388742886,0.109975906996,0.126257965587,2,1,1,0,1586
lat49,LATimes,1.0,0.111857075526,0.0,0.0619136075162,0.0,0.0915493767849,0.0977303721862,0.10819139472,0,0,0,0,176
lat50,LATimes,1.0,0.112109704172,0.0,0.0517412602895,0.0,0.0820284458827,0.100687728072,0.109152766778,3,1,1,0,380
lat51,LATimes,3.0,0.124161411972,0.0,0.0470317976506,0.0,0.0935154409676,0.102710553414,0.111666763541,2,1,1,0,995
lat52,LATimes,6.0,0.118541418895,0.0,0.0481336260278,0.0,0.105205971333,0.0828967566594,0.0956532384268,2,0,1,0,340
lat53,LATimes,0.0,,0.0,,0.0,,,,0,0,0,0,0
lat54,LATimes,6.0,0.127831634046,0.0,0.0604810023362,0.0,0.0929859155846,0.113044758612,0.127263326629,1,0,0,0,1267
lat55,LATimes,1.0,0.12541645799,0.0,0.0467071892283,0.0,0.098361687318,0.0952056348722,0.105154939848,0,0,1,0,207
lat56,LATimes,7.0,0.133248917094,0.0,0.049851631149,0.0,0.0919277493329,0.122563241616,0.136097086444,1,0,2,0,1022
lat57,LATimes,5.0,0.131736057876,0.0,0.0581668646682,0.0,0.0953195726231,0.113297922285,0.133382831082,1,0,1,0,402
lat58,LATimes,1.0,0.124593964434,0.0,0.0493455873165,0.0,0.0920899001418,0.106631357565,0.121393323522,0,0,0,0,356
lat59,LATimes,4.0,0.133689277165,2.0,0.0703384483772,0.0,0.109912917116,0.109085159986,0.127296698112,1,0,2,0,1202
lat60,LATimes,6.0,0.139300117089,0.0,0.0604730828022,0.0,0.0981247448084,0.122696200758,0.133635239984,0,0,2,1,825
lat61,LATimes,0.0,0.130657582553,0.0,0.0360504224353,0.0,0.0932000066669,0.0670098571568,0.0863045441644,0,0,1,0,57
lat62,LATimes,3.0,0.131732764936,0.0,0.0721695240337,0.0,0.107254831081,0.097739877754,0.116929904252,1,1,1,0,845
lat63,LATimes,4.0,0.126792002063,0.0,0.0545455224441,0.0,0.12033721547,0.111045329599,0.134864373552,2,0,1,0,280
lat64,LATimes,7.0,0.148597960778,0.0,0.0539401163689,0.0,0.106219617773,0.123933358703,0.131239568123,1,0,1,0,491
lat65,LATimes,3.0,0.117928259114,0.0,0.0409583129011,0.0,0.0859002274673,0.10031664599,0.117805600224,1,0,1,0,364
lat66,LATimes,3.0,0.129479354003,0.0,0.0539909612879,0.0,0.0939662041543,0.110900378137,0.122398578005,0,0,2,0,440
lat67,LATimes,0.0,,0.0,,0.0,,,,0,0,0,0,0
lat68,LATimes,1.0,0.136975773071,0.0,0.0512902946571,0.0,0.102918082193,0.12518361982,0.132756188344,0,0,0,0,174
lat69,LATimes,1.0,0.13552416649,0.0,0.0562959868951,0.0,0.097778531987,0.131992303002,0.143624866219,0,1,0,0,698
lat70,LATimes,3.0,0.118990648961,0.0,0.0562180295958,0.0,0.0992292540926,0.087972322482,0.0950955132964,2,1,1,0,394
lat71,LATimes,1.0,0.119232994762,0.0,0.0383139997774,0.0,0.091308311996,0.104198272706,0.108027491212,4,2,1,0,619
lat72,LATimes,3.0,0.127429515538,0.0,0.0534697650806,0.0,0.0970570625859,0.103456382111,0.114060906709,2,1,1,0,319
lat73,LATimes,1.0,0.125235607428,0.0,0.0566342686186,0.0,0.0894757094677,0.121026019945,0.126123770877,0,0,0,0,270
lat74,LATimes,4.0,0.166605513965,0.0,0.0578374915516,0.0,0.0972164873081,0.152389290843,0.161613742968,0,0,0,0,234
lat75,LATimes,3.0,0.14331523065,0.0,0.0645804967467,0.0,0.105256476855,0.130729223018,0.149194031309,0,0,0,0,676
lat76,LATimes,2.0,0.142297350588,0.0,0.0597749401602,0.0,0.10782814656,0.0830414158527,0.0939830456771,1,0,0,0,51
lat77,LATimes,15.0,0.143340121539,0.0,0.0505346525765,0.0,0.101801074235,0.108235185448,0.116069566481,3,1,2,0,1167
lat78,LATimes,0.0,0.115760685252,0.0,0.0339898902558,0.0,0.105068138711,0.0783816998628,0.0781115142157,0,0,1,0,43
lat79,LATimes,0.0,0.102597232437,0.0,0.0369054471761,0.0,0.0871224909053,0.0767892311373,0.0965181701826,1,0,0,0,28
lat80,LATimes,0.0,0.124494973102,0.0,0.0402913733645,0.0,0.0911329080368,0.0787980447822,0.0982299449638,0,0,1,0,37
lat81,LATimes,9.0,0.145114291138,0.0,0.0610387473313,0.0,0.0969846513636,0.127688745079,0.142159403549,0,2,1,0,1129
lat82,LATimes,0.0,0.11367903327,0.0,0.0651524025032,0.0,0.0805149903295,0.0873780059482,0.0971180701953,4,0,0,0,194
lat83,LATimes,10.0,0.137403585073,1.0,0.0666355479789,0.0,0.11433359897,0.109471284261,0.132791240661,0,0,3,0,1246
lat84,LATimes,3.0,0.118131207943,0.0,0.0440567495435,0.0,0.0945355042186,0.10814912276,0.11809212638,5,1,0,0,1299
lat85,LATimes,0.0,0.113618295381,0.0,0.0655810575986,0.0,0.0889410916873,0.0999616956917,0.109939876454,0,1,1,0,576
lat86,LATimes,4.0,0.123976708669,0.0,0.0447483533905,0.0,0.0977949133986,0.116654672874,0.127094348849,6,1,0,0,3074
lat87,LATimes,1.0,0.126613386131,0.0,0.0535320819662,0.0,0.103858422485,0.0934309950291,0.0993100229044,0,0,1,1,488
lat88,LATimes,9.0,0.146516745037,0.0,0.0610490064356,0.0,0.105503144537,0.120188309525,0.132888760169,0,0,3,0,874
lat89,LATimes,7.0,0.12168758684,0.0,0.0477806059101,0.0,0.0920897750287,0.102191826582,0.112916108558,11,4,8,0,2833
lat90,LATimes,0.0,,0.0,,0.0,,,,0,0,0,0,0
lat91,LATimes,4.0,0.144887314951,0.0,0.0518713386167,0.0,0.096664211906,0.115130423154,0.12381594859,1,1,1,0,395
lat92,LATimes,1.0,0.111849605131,0.0,0.0471221397573,0.0,0.0958769327358,0.0787468203782,0.0848483660051,1,0,1,0,104
lat93,LATimes,1.0,0.121630961623,0.0,0.0672959098452,0.0,0.102860838823,0.0978631012467,0.128370415878,0,0,1,0,516
lat94,LATimes,0.0,,0.0,,0.0,,,,0,0,0,0,0
lat95,LATimes,0.0,,0.0,,0.0,,,,0,0,0,0,0
lat96,LATimes,0.0,,0.0,,0.0,,,,0,0,0,0,0
lat97,LATimes,5.0,0.116846774555,0.0,0.0532568192693,0.0,0.102859317398,0.0946658102747,0.106524326473,1,0,0,0,427
lat98,LATimes,3.0,0.143024660157,0.0,0.0411313412968,0.0,0.0989418246921,0.128526636975,0.134980946962,1,0,1,0,662
lat99,LATimes,0.0,0.11927772933,0.0,0.0527492472308,0.0,0.0900940228842,0.0881671582145,0.100472800976,2,0,1,0,193
lat100,LATimes,9.0,0.144346971712,0.0,0.0554274312335,0.0,0.0973270932195,0.129509597469,0.14277095617,3,1,2,0,822
lat101,LATimes,0.0,0.121427400016,0.0,0.0432063802424,0.0,0.0920496739462,0.0986191930243,0.105258119252,1,0,1,0,266
lat102,LATimes,1.0,0.107392941029,0.0,0.0364144676145,0.0,0.0816931464726,0.106375280301,0.108424069684,0,0,0,0,482
lat103,LATimes,1.0,0.148209494098,0.0,0.0570660401066,0.0,0.0930901798828,0.106905562588,0.114153366836,0,0,1,0,95
mnoire1,MadameNoire,1.0,0.123081127607,0.0,0.0563349219584,0.0,0.102023197757,0.102472176166,0.12084408712,4,0,2,0,334
mnoire2,MadameNoire,2.0,0.1317644488,0.0,0.054862878807,0.0,0.089841554614,0.125869328988,0.144244998677,0,1,1,0,439
mnoire3,MadameNoire,1.0,0.14316263787,0.0,0.0535785580146,0.0,0.101395607455,0.139084791937,0.167377915742,0,0,2,0,770
mnoire4,MadameNoire,8.0,0.139514871507,0.0,0.0510357228831,0.0,0.0980197873744,0.130353964712,0.140748900256,1,3,3,1,1653
mnoire5,MadameNoire,9.0,0.129160457642,2.0,0.0457194803198,0.0,0.0933415985719,0.113071535638,0.124367970943,4,0,8,0,1670
mnoire6,MadameNoire,1.0,0.110837482859,0.0,0.0454176213916,0.0,0.098858473072,0.0933899377072,0.12016092105,0,0,1,0,406
mnoire7,MadameNoire,6.0,0.14010585267,0.0,0.051911968228,0.0,0.0957506688992,0.137524293824,0.158754205672,0,0,3,0,805
mnoire8,MadameNoire,0.0,0.122565596792,0.0,0.0392852317397,0.0,0.0942716557381,0.104676935229,0.11683036257,0,0,4,0,367
mnoire9,MadameNoire,8.0,0.142745715963,0.0,0.053597483071,0.0,0.0955936759182,0.140441035158,0.1591477204,3,2,5,0,1025
mnoire10,MadameNoire,1.0,0.121983549236,0.0,0.0417147459678,0.0,0.0940936090437,0.106857685378,0.120988047323,0,0,2,1,590
mnoire11,MadameNoire,1.0,0.132001478167,0.0,0.0577850151438,0.0,0.102411187622,0.108067675673,0.119909015637,0,0,1,1,380
mnoire12,MadameNoire,1.0,0.133402366952,0.0,0.047617412351,0.0,0.0985676800669,0.115408609673,0.136687593557,0,0,2,0,225
mnoire13,MadameNoire,19.0,0.14478669063,0.0,0.0625690227331,1.0,0.106542541125,0.125542313734,0.142845466713,1,2,2,0,1262
mnoire14,MadameNoire,1.0,0.126159791586,0.0,0.0380273341681,0.0,0.104558230871,0.12113304743,0.137240736219,1,0,0,0,562
mnoire15,MadameNoire,4.0,0.134728391118,0.0,0.0514075124732,0.0,0.102826331589,0.133247182326,0.156367626023,1,0,1,0,1032
mnoire16,MadameNoire,1.0,0.137082461121,0.0,0.0667170293059,0.0,0.104616573731,0.133862805608,0.163009971671,0,0,0,0,546
mnoire17,MadameNoire,9.0,0.139023024535,0.0,0.0524329108905,0.0,0.0944042986908,0.131485577761,0.143329207811,1,0,4,0,764
mnoire18,MadameNoire,51.0,0.128057956683,0.0,0.0611056256294,0.0,0.0955820665885,0.115258748743,0.128454403116,0,0,0,0,3013
mash1,Mashable,3.0,0.135706056142,0.0,0.0467409638815,0.0,0.097927501827,0.0922787585405,0.0990370449525,1,0,1,0,215
mash2,Mashable,3.0,0.123682449417,0.0,0.0470898443143,0.0,0.0887521533679,0.115982756442,0.125238532629,4,0,0,0,785
mash3,Mashable,3.0,0.122237045265,0.0,0.0515391285551,0.0,0.0898974494586,0.0941915966464,0.104722707511,7,3,1,0,1027
mash4,Mashable,3.0,0.124802237754,0.0,0.0427171341508,0.0,0.0911275510317,0.107336131867,0.120477601017,2,1,1,0,698
mash5,Mashable,0.0,0.126987341119,0.0,0.0581175227542,0.0,0.0926672411541,0.119092718354,0.136031025485,0,0,1,0,824
mash6,Mashable,2.0,0.129886337688,0.0,0.051561056481,0.0,0.0954489527706,0.117948214918,0.133479244669,2,0,1,0,626
mash7,Mashable,1.0,0.124870747472,0.0,0.06014104266,0.0,0.0949707271909,0.103985517678,0.110380416542,6,0,1,0,657
mash8,Mashable,13.0,0.116510617012,1.0,0.0500128116185,0.0,0.0926579355412,0.10065001443,0.11129700023,42,0,16,0,4777
mash9,Mashable,3.0,0.128826940101,0.0,0.0690512194518,0.0,0.102970004211,0.10942136173,0.122538627927,13,0,1,0,1535
mash10,Mashable,11.0,0.117266183586,0.0,0.04964800799,0.0,0.0907343065681,0.0974049952597,0.107027344973,37,0,11,0,3612
mash11,Mashable,1.0,0.111571151117,0.0,0.0468283271367,0.0,0.0873204362561,0.0881947822337,0.0916560923869,6,2,3,0,848
mash12,Mashable,1.0,0.121565149886,0.0,0.0653715122748,0.0,0.0865927198992,0.109085417498,0.126088454175,7,0,0,0,493
mash13,Mashable,4.0,0.123607955368,0.0,0.044723047935,0.0,0.0896422919667,0.111218470269,0.122500666548,17,1,6,0,2285
mash14,Mashable,0.0,0.113929969829,0.0,0.0530323206674,0.0,0.0884329082707,0.0913643275922,0.103334852251,0,0,2,0,416
mash15,Mashable,0.0,0.114818765875,0.0,0.0492366282486,0.0,0.100813712526,0.0980408814541,0.111841242399,2,0,1,0,143
mash16,Mashable,7.0,0.120071993321,0.0,0.0473634795661,0.0,0.0933677143725,0.103128278472,0.110756834081,10,2,4,0,2214
mash17,Mashable,4.0,0.116536557441,0.0,0.0420277559208,0.0,0.0888904872017,0.0931518008445,0.103044269647,1,1,5,0,942
mash18,Mashable,0.0,0.115392672222,0.0,0.0471328153565,0.0,0.0980339128389,0.096744435055,0.101782318885,5,0,0,0,263
mash19,Mashable,1.0,0.112132011804,0.0,0.0502999348268,0.0,0.0918925353429,0.0941595680212,0.104287781214,1,0,1,0,434
mash20,Mashable,4.0,0.131708308236,0.0,0.0547833334994,0.0,0.0950150772806,0.104484649288,0.10766764752,11,1,5,0,1327
mash21,Mashable,1.0,0.117272517894,0.0,0.0526587088104,0.0,0.0883877102829,0.0963871639761,0.103928041043,9,0,1,1,424
mash22,Mashable,3.0,0.12264924497,0.0,0.054463210342,0.0,0.0881601230486,0.106819678822,0.124324518315,1,0,0,0,840
mash23,Mashable,2.0,0.131310129838,0.0,0.0445241802408,0.0,0.0938005574587,0.112862395789,0.118742926626,10,0,2,0,1021
mash24,Mashable,2.0,0.115915892881,0.0,0.0507086666566,0.0,0.0928454266866,0.105893547332,0.109078348623,5,1,1,0,616
mash25,Mashable,6.0,0.120248988557,0.0,0.0402505424374,0.0,0.0899909006417,0.111887420261,0.12836731198,12,0,4,0,1148
mash26,Mashable,6.0,0.122762050179,0.0,0.0509627648434,0.0,0.0954661614982,0.0958020990875,0.103878380887,9,1,2,0,1014
