ArticleID,Source,race,race_w2v,cigarillos,cigarillos_w2v,youth,youth_w2v,egal_w2v,ind_w2v,protest,riot,michael_brown,dead_blacks,n_words
al1,AL,13.0,0.147205337589,0.0,0.0598121814779,0.0,0.0945051197917,0.134103216739,0.146183452576,3,2,0,0,902
al2,AL,7.0,0.143610044964,0.0,0.0445083209961,0.0,0.0984401484663,0.127894327638,0.137365942327,8,0,0,0,1574
al3,AL,1.0,0.121370937159,0.0,0.0372835869948,0.0,0.0935598782529,0.104885668185,0.113200013714,3,0,5,0,968
al4,AL,8.0,0.142691979358,0.0,0.0556649092714,0.0,0.094607747438,0.120931249656,0.140460238989,3,4,1,0,780
al5,AL,1.0,0.124645588407,0.0,0.0716395033836,0.0,0.0949571218289,0.124000802273,0.13979859913,2,1,1,0,313
al6,AL,6.0,0.131892484552,0.0,0.0537917405286,0.0,0.0981371851616,0.106293518465,0.112694841947,7,1,1,0,1040
al7,AL,1.0,0.119669337148,0.0,0.0509844607257,0.0,0.0924149903996,0.104240557031,0.119904288952,0,2,2,0,671
al8,AL,0.0,0.10974379718,0.0,0.0510090820685,0.0,0.0974632443151,0.0849104005584,0.0932583759418,4,3,1,0,572
al9,AL,3.0,0.166884380329,0.0,0.0363083498046,0.0,0.105886078214,0.130588439593,0.122885700409,1,0,0,0,284
al10,AL,7.0,0.168450324851,0.0,0.0434488817681,0.0,0.103892771036,0.125750160155,0.118716600783,1,0,1,0,259
al11,AL,1.0,0.129271627763,0.0,0.0425477296644,0.0,0.100594054141,0.103775210331,0.104906553824,5,0,1,0,314
al12,AL,0.0,0.125196672504,0.0,0.0560640855714,0.0,0.0923580767785,0.108686016613,0.122457596127,3,0,0,0,381
al13,AL,2.0,0.141928141832,0.0,0.0436085158324,0.0,0.0961555729546,0.135122017283,0.153636866627,3,0,1,0,643
al14,AL,1.0,0.119434143871,0.0,0.0537739209303,0.0,0.12438013749,0.112328401781,0.1270367714,0,0,1,0,271
al15,AL,4.0,0.13182786866,0.0,0.0356926259926,0.0,0.0943257189257,0.109268989539,0.111947862337,1,0,2,0,375
al16,AL,0.0,0.114982568379,0.0,0.0510278473302,0.0,0.100447230345,0.0713311232161,0.0902171442379,0,0,1,0,168
al17,AL,1.0,0.120196150639,0.0,0.0465483121377,0.0,0.0949479772414,0.102240862802,0.112032623667,11,0,2,0,806
al18,AL,2.0,0.118443436222,0.0,0.0452784169651,0.0,0.101143717279,0.0995836595261,0.109102998652,6,0,2,0,1401
al19,AL,8.0,0.143318303958,0.0,0.0545285105556,0.0,0.104603356032,0.117295058021,0.127652873018,3,1,3,0,792
al20,AL,1.0,0.123144231628,0.0,0.0662219913444,0.0,0.101752207396,0.0972278464,0.118238501579,0,0,1,0,228
al21,AL,0.0,0.07149719561,0.0,0.0494476101617,0.0,0.0808836790773,0.0334102411603,0.0509293699461,0,0,1,0,16
al22,AL,2.0,0.125845199892,0.0,0.0380534319366,0.0,0.097300826624,0.11600238993,0.125045717028,1,1,0,0,744
al23,AL,1.0,0.113201100037,0.0,0.0460611077657,0.0,0.0958029995353,0.0917515590593,0.104940083182,3,1,3,0,495
al24,AL,7.0,0.148779738405,0.0,0.0510325262118,0.0,0.1019320597,0.143539132466,0.161020771871,1,0,2,1,1054
al25,AL,5.0,0.140377744752,0.0,0.0479057407909,0.0,0.0949514072273,0.125227880174,0.123840743159,0,2,1,0,663
al26,AL,3.0,0.125903388147,0.0,0.0535248605323,0.0,0.0911318934977,0.123099841985,0.132223843141,1,1,0,0,775
al27,AL,2.0,0.111175650704,0.0,0.0401665042772,0.0,0.0933326768634,0.0980810756543,0.106818975272,0,0,1,0,1000
al28,AL,3.0,0.129109469403,0.0,0.0425208144813,0.0,0.0930131272906,0.111648875315,0.126862871917,0,0,2,0,601
al29,AL,6.0,0.137950654883,0.0,0.0533164599681,0.0,0.104056144289,0.138516939381,0.142765821118,2,0,0,0,1452
al30,AL,2.0,0.127475458074,0.0,0.0481485652203,0.0,0.0969095666043,0.0837201131107,0.089117494597,1,0,1,0,158
al31,AL,3.0,0.179928424709,0.0,0.0459367738723,0.0,0.106781627578,0.145747952725,0.139369079743,0,0,1,0,247
al32,AL,0.0,0.108940801433,0.0,0.0535342297004,0.0,0.0954448010065,0.0724224604078,0.0915673022752,1,1,1,0,197
al33,AL,2.0,0.112133942274,0.0,0.028571348763,0.0,0.100427920333,0.106614483092,0.110444019387,1,1,1,0,819
al34,AL,27.0,0.160900122314,0.0,0.0421045811447,0.0,0.100072690062,0.12679663454,0.132243817156,0,0,0,0,809
al35,AL,1.0,0.121853815644,0.0,0.0421610032596,0.0,0.100071282351,0.105937280029,0.11602264049,0,1,0,0,952
al36,AL,3.0,0.15094906939,0.0,0.0499941440753,0.0,0.111697121257,0.132722328225,0.134440800368,0,0,1,0,380
al37,AL,0.0,0.14437138158,0.0,0.0611788044602,0.0,0.111676197409,0.147056258689,0.173822269809,0,0,0,0,1302
al38,AL,0.0,0.135549301239,0.0,0.0559887197476,0.0,0.0954753285584,0.104340539708,0.124222332197,1,0,1,0,165
al39,AL,0.0,0.115104162306,0.0,0.0419212935438,0.0,0.0979039310501,0.110847317522,0.124172038162,0,0,0,0,1197
al40,AL,2.0,0.121947245608,0.0,0.0441080498961,0.0,0.101105205515,0.115150462508,0.13102745873,0,1,0,0,2441
bbc1,BBC,2.0,0.130689761105,0.0,0.0534152926377,0.0,0.10040729731,0.101480114308,0.115473766443,0,3,1,0,499
bbc2,BBC,3.0,0.133863295374,0.0,0.0467603135161,0.0,0.0960111724915,0.108564053231,0.113385534493,6,0,3,0,752
bbc3,BBC,1.0,0.127303337824,0.0,0.0490660210474,0.0,0.101081206776,0.091413895194,0.0998490293228,2,0,1,0,103
bbc4,BBC,0.0,0.127156215144,0.0,0.0244103779298,0.0,0.0925731051561,0.083657073178,0.0872329567316,0,0,1,0,39
bbc5,BBC,4.0,0.125862862247,0.0,0.0527235999979,0.0,0.0917954855603,0.103629820402,0.108514448183,1,0,3,0,637
bbc6,BBC,1.0,0.125759038659,0.0,0.0562430926607,0.0,0.0968022295777,0.0778427831046,0.0976093012221,0,0,1,0,74
bbc7,BBC,1.0,0.129690327558,0.0,0.0462715000527,0.0,0.101954849304,0.108653367611,0.117185284228,4,0,3,0,545
bbc8,BBC,3.0,0.129759277078,0.0,0.0486272806229,0.0,0.0947610898813,0.0979488977646,0.108283215981,2,0,2,0,321
bbc9,BBC,1.0,0.123388243931,0.0,0.0338364857333,0.0,0.0944210007161,0.0774883921674,0.093226597635,1,0,1,0,71
bbc10,BBC,2.0,0.12542993309,0.0,0.0495739072996,0.0,0.0869822103701,0.113017312922,0.120998467806,1,0,3,0,777
bbc11,BBC,0.0,0.12216329163,0.0,0.0448841464867,0.0,0.0924298422933,0.0801470889705,0.0868409053317,0,0,1,0,115
bbc12,BBC,1.0,0.119316229417,0.0,0.0352153890026,0.0,0.0971891337538,0.0895962555396,0.108096369337,2,0,1,0,102
bbc13,BBC,9.0,0.132624358759,0.0,0.0488846801233,0.0,0.0927568696293,0.111551602669,0.11968777954,7,1,2,0,989
bbc14,BBC,4.0,0.137177324644,0.0,0.0634266405748,1.0,0.102297927492,0.106903735929,0.118072603276,1,2,1,0,481
bbc15,BBC,1.0,0.127070728967,0.0,0.051575796748,0.0,0.0927495397876,0.102653947765,0.110301454674,1,0,3,0,451
bbc16,BBC,0.0,0.128254231881,0.0,0.0513023913834,0.0,0.0849692276768,0.126457566269,0.130415290981,0,1,1,0,786
bbc17,BBC,3.0,0.123039362058,0.0,0.055974750652,0.0,0.0922608810439,0.0983085876287,0.10513334508,4,2,2,0,715
bbc18,BBC,6.0,0.11539492495,0.0,0.0488111583581,0.0,0.0911335430064,0.0881556652988,0.0948782574417,4,2,4,0,877
bbc19,BBC,6.0,0.11845186757,0.0,0.0445777433186,0.0,0.0824790598587,0.104437446864,0.106023007797,3,0,1,0,313
bbc20,BBC,6.0,0.121493653948,0.0,0.0513041112742,0.0,0.091165105668,0.0933884121479,0.102300079963,5,1,3,0,1059
bbc21,BBC,3.0,0.118179468941,0.0,0.0560283657342,0.0,0.0902751315395,0.090996448345,0.0960070009664,3,2,1,0,707
bbc22,BBC,1.0,0.130253672468,0.0,0.0489407144513,0.0,0.095537616966,0.0881407219138,0.098416628221,1,1,1,0,108
bbc23,BBC,0.0,0.134917220656,0.0,0.0349912951502,0.0,0.0859879469224,0.0910125023717,0.0937995276045,0,0,1,0,78
bbc24,BBC,5.0,0.148686262656,0.0,0.0529360037791,0.0,0.0999629098746,0.137181248848,0.158062506078,4,0,3,0,1152
bbc25,BBC,5.0,0.120088484032,0.0,0.0511472499463,0.0,0.0919210935286,0.0960982544599,0.104809058928,5,2,3,0,882
bbc26,BBC,3.0,0.117645907279,0.0,0.056832940749,0.0,0.0898981159753,0.0918896018782,0.0969258734737,3,0,3,0,712
bbc27,BBC,1.0,0.132333023125,0.0,0.0523535036677,0.0,0.0956489263783,0.115333886508,0.121432686667,5,1,1,0,605
bbc28,BBC,9.0,0.148747202848,0.0,0.0616628992141,0.0,0.0938974222733,0.131729843076,0.138874379308,0,1,1,0,645
bbc29,BBC,1.0,0.118144658404,0.0,0.0420413303824,0.0,0.0915612334442,0.106175020016,0.125878419415,1,0,2,0,570
bbc30,BBC,3.0,0.167027213783,0.0,0.0354780976388,0.0,0.0932654229054,0.0918103718214,0.0871493423396,1,0,1,0,55
bbc31,BBC,1.0,0.114724931268,0.0,0.0566213522297,0.0,0.0907492331956,0.0811452249186,0.0901944670706,0,0,1,0,96
bbc32,BBC,0.0,,0.0,,0.0,,,,0,0,0,0,0
bbc33,BBC,4.0,0.125407349056,0.0,0.0534523763375,0.0,0.0886101171664,0.100213706264,0.106097160858,6,2,5,0,773
bbc34,BBC,1.0,0.129904101497,0.0,0.0372946240965,0.0,0.0935742689697,0.0953420236309,0.101190446257,1,0,1,0,82
bbc35,BBC,1.0,0.128513473054,0.0,0.052835114941,0.0,0.0836432669125,0.0844601070966,0.0931387585123,1,1,1,0,93
bbc36,BBC,1.0,0.114109985272,0.0,0.047045713435,0.0,0.0927216112656,0.0786226592965,0.0881477173394,1,0,1,0,113
bbc37,BBC,1.0,0.12000735444,0.0,0.0513673867273,0.0,0.0882342889139,0.0631532321149,0.0757693516823,1,0,1,0,77
bbc38,BBC,1.0,0.134763719595,0.0,0.0500908830592,0.0,0.100271726255,0.0989891719735,0.118077211013,0,0,2,0,87
bbc39,BBC,1.0,0.115982207407,0.0,0.0322983839457,0.0,0.0942574354449,0.0816384357035,0.078878619193,1,0,1,0,70
bbc40,BBC,5.0,0.137396656874,0.0,0.0478528439448,0.0,0.0967980511989,0.112921224191,0.12715877972,3,0,2,0,476
bbc41,BBC,1.0,0.127654953579,0.0,0.0464898262972,0.0,0.0940158145025,0.103125236031,0.117673989461,3,0,1,0,313
bbc42,BBC,0.0,0.111129242404,0.0,0.0464237115766,0.0,0.0940932609159,0.0774187556231,0.0814127234589,1,0,1,0,113
bbc43,BBC,1.0,0.125263959425,0.0,0.0492229996711,0.0,0.0895805913376,0.0713665507444,0.0916177846705,1,0,1,0,64
bbc44,BBC,2.0,0.129853379818,0.0,0.0511020250726,0.0,0.0978191841778,0.123317198444,0.139422332475,1,0,0,0,722
bbc45,BBC,1.0,0.138250039283,0.0,0.0516663362973,0.0,0.0984858575992,0.0962312490056,0.107294684965,0,0,2,0,68
bbc46,BBC,1.0,0.135406451062,0.0,0.0553090251228,0.0,0.103006578023,0.0955329638065,0.124351001529,1,0,2,0,85
bbc47,BBC,1.0,0.132156439063,0.0,0.0395779935584,0.0,0.104528348134,0.0938219631291,0.107744691612,0,0,1,0,47
bbc48,BBC,2.0,0.131428951958,0.0,0.0590184486952,0.0,0.0912142201148,0.104268880696,0.117397605103,2,0,0,0,105
bbc49,BBC,2.0,0.134004925519,0.0,0.0423543195406,0.0,0.0846679601712,0.120909393645,0.121903136369,0,0,0,0,506
bet1,BET,0.0,0.120432451645,0.0,0.0475797954794,0.0,0.094353613779,0.0985595406266,0.114074953645,3,0,1,0,400
bet2,BET,16.0,0.143730222474,0.0,0.0612420325587,0.0,0.108622936105,0.119723460559,0.132866829265,3,8,4,0,1038
bet3,BET,1.0,0.139408577317,0.0,0.062627199438,0.0,0.101749678954,0.126461367335,0.14408323955,0,0,1,0,330
bet4,BET,1.0,0.12163512744,0.0,0.0436240778986,0.0,0.0935710891537,0.103200979946,0.115575165886,2,1,4,0,724
bet5,BET,5.0,0.136148409219,0.0,0.052845874146,0.0,0.102234492513,0.115454802284,0.126716634308,2,1,1,0,562
bet6,BET,1.0,0.125520475129,0.0,0.0508546901585,0.0,0.0961700044024,0.0983352835403,0.108641666691,1,0,2,0,419
bet7,BET,1.0,0.135630216982,0.0,0.0397247269559,0.0,0.0948116446955,0.126053423386,0.135570467698,6,0,2,0,719
bet8,BET,7.0,0.136552363105,0.0,0.0437609690684,0.0,0.100866194524,0.120067994078,0.131358185332,1,0,3,0,563
bet9,BET,2.0,0.144480429361,0.0,0.0442224944467,0.0,0.104036203471,0.129241847466,0.14366388573,1,0,1,1,552
bet10,BET,0.0,0.121631581734,0.0,0.0443525617562,0.0,0.091504647977,0.0958059664617,0.101393143906,4,0,1,0,389
bet11,BET,3.0,0.130890375204,0.0,0.0496498710479,0.0,0.0955970423429,0.116000857402,0.125681468421,1,0,2,0,542
bet12,BET,1.0,0.144737155158,0.0,0.0509605213372,0.0,0.0987004269464,0.13230271463,0.138055976826,0,0,1,0,516
bet13,BET,1.0,0.134588984287,0.0,0.0460909932514,0.0,0.105838097099,0.117668841928,0.126737230805,1,5,2,0,730
bet14,BET,2.0,0.131183398906,0.0,0.0435307683587,0.0,0.0966208141968,0.114251284739,0.126181119627,0,2,4,0,840
bet15,BET,0.0,0.128007962513,0.0,0.0525111898926,0.0,0.10276553941,0.113498500723,0.132183404448,1,0,3,0,763
bet16,BET,6.0,0.140746141038,0.0,0.0469240485341,0.0,0.0990992518285,0.129806184149,0.141978447855,1,0,3,0,1029
bet17,BET,0.0,0.0993305525668,0.0,0.0482262095914,0.0,0.0905163203007,0.0808474191558,0.0919248039058,0,0,3,1,158
bet18,BET,3.0,0.13477448634,0.0,0.0375687886477,0.0,0.0977207775118,0.120352244074,0.130194751985,1,0,2,0,520
bet19,BET,0.0,0.122839163028,0.0,0.0584102532565,0.0,0.0997886799755,0.107973450849,0.129730068624,0,0,1,0,303
bet20,BET,0.0,0.119546033105,0.0,0.0608704846586,0.0,0.0948014526147,0.0937863712178,0.109391996755,0,0,1,0,312
bet21,BET,11.0,0.161864935175,0.0,0.0613740876298,0.0,0.099412248187,0.127555150871,0.143965062451,0,0,1,0,363
bet22,BET,3.0,0.126512472908,0.0,0.0414663037145,0.0,0.119709209559,0.101377426106,0.105587898096,4,0,1,0,177
bet23,BET,3.0,0.13239914512,0.0,0.0742713512647,0.0,0.109236995422,0.106143366291,0.115804597547,2,0,2,0,792
bet24,BET,5.0,0.141558862839,0.0,0.0396081395914,0.0,0.0933089794073,0.115850777365,0.118455388854,0,0,1,0,426
bet25,BET,0.0,0.125624641584,0.0,0.0481993206064,0.0,0.102708505854,0.111903761557,0.1269770103,1,0,1,0,271
bet26,BET,3.0,0.120887725863,0.0,0.0579618903278,0.0,0.0974084466435,0.0970071485279,0.105423203881,1,0,1,0,397
baw1,BlackAmericaWeb,1.0,0.130729624266,0.0,0.048426766356,0.0,0.0972822050266,0.102530604846,0.109196229429,0,0,1,0,79
baw2,BlackAmericaWeb,1.0,0.129067636813,0.0,0.0698089868353,0.0,0.10242762387,0.093661066893,0.108125963465,0,0,1,0,228
baw3,BlackAmericaWeb,20.0,0.136624334103,0.0,0.0680768831504,0.0,0.102616106506,0.134269689501,0.157693808768,3,4,2,1,2966
baw4,BlackAmericaWeb,1.0,0.133421891144,0.0,0.0491694960321,0.0,0.118540107264,0.122354009897,0.147353876921,0,0,3,0,251
baw5,BlackAmericaWeb,0.0,,0.0,,0.0,,,,0,0,0,0,0
baw6,BlackAmericaWeb,3.0,0.126794371107,0.0,0.0522146056756,1.0,0.0948271818186,0.0988310128678,0.108873161794,4,1,1,0,1181
baw7,BlackAmericaWeb,1.0,0.129099113686,0.0,0.0590423630497,0.0,0.102178383341,0.104296440744,0.130595094313,0,0,3,0,358
baw8,BlackAmericaWeb,1.0,0.117777787096,0.0,0.0508150781911,0.0,0.100416209232,0.109448542677,0.123541347891,0,0,2,0,347
baw9,BlackAmericaWeb,1.0,0.119532121166,0.0,0.0457114470723,0.0,0.0878360077705,0.105541226952,0.121217865158,1,0,2,0,572
baw10,BlackAmericaWeb,2.0,0.143019935301,0.0,0.0556651395591,0.0,0.0935040186066,0.131949518169,0.158417621241,0,0,2,0,376
baw11,BlackAmericaWeb,10.0,0.12822687825,0.0,0.0626762355452,0.0,0.0999705777044,0.109793789373,0.133080417562,1,3,1,0,552
baw12,BlackAmericaWeb,5.0,0.128304381217,0.0,0.0606652725395,0.0,0.0993951678153,0.0998474391897,0.110485094693,11,1,0,0,1015
baw13,BlackAmericaWeb,1.0,0.119392401535,0.0,0.0637101289461,0.0,0.116243297926,0.0919344331014,0.097189207907,0,0,1,0,82
baw14,BlackAmericaWeb,4.0,0.137517707749,0.0,0.0522621153886,0.0,0.103813744779,0.127311699731,0.146216679957,1,0,2,0,702
baw15,BlackAmericaWeb,0.0,0.129313903895,0.0,0.0354240707667,0.0,0.0975064027263,0.110964432913,0.119862207263,0,1,1,0,78
baw16,BlackAmericaWeb,5.0,0.129507884722,0.0,0.0552362841558,0.0,0.0979139013451,0.118851777652,0.140014305044,0,0,1,0,630
baw17,BlackAmericaWeb,1.0,0.127420757171,0.0,0.0527535938625,0.0,0.0903701872213,0.103635978324,0.115222188909,0,0,1,0,184
baw18,BlackAmericaWeb,0.0,0.114244933309,0.0,0.0514338626996,0.0,0.0883662281837,0.105842953792,0.117343207943,1,0,1,0,121
baw19,BlackAmericaWeb,3.0,0.149648875676,0.0,0.0497180043051,0.0,0.103639006878,0.149897161379,0.166513650345,1,0,5,0,616
baw20,BlackAmericaWeb,2.0,0.137318457675,0.0,0.0490586247634,0.0,0.103981186942,0.107909657553,0.12083692122,1,0,2,0,317
baw21,BlackAmericaWeb,6.0,0.133889142289,0.0,0.04647161226,0.0,0.0909111526176,0.119753880184,0.127528395293,0,0,0,0,573
baw22,BlackAmericaWeb,7.0,0.118626537284,0.0,0.0573879665566,0.0,0.0934536557193,0.115382143853,0.141346280477,0,0,0,0,3409
bent1,BlackEnterprise,1.0,0.129541869322,0.0,0.0602723116359,0.0,0.0874302211135,0.0933336178932,0.102708616451,2,0,1,0,211
bent2,BlackEnterprise,4.0,0.146843813895,0.0,0.0412092029746,0.0,0.0898824867805,0.124449682606,0.12801296742,0,0,2,0,678
bent3,BlackEnterprise,6.0,0.142796641467,0.0,0.0505021085274,0.0,0.0938601978162,0.105665249689,0.118607707278,0,1,3,0,361
bent4,BlackEnterprise,12.0,0.143657756128,0.0,0.0525184139115,0.0,0.10564151061,0.117318343153,0.140381639524,4,1,12,0,1048
bent5,BlackEnterprise,4.0,0.142590084946,0.0,0.0468812035386,0.0,0.0977576350122,0.119435570423,0.137374150989,0,0,1,0,368
bent6,BlackEnterprise,2.0,0.130526294661,0.0,0.0472325591772,0.0,0.105254016609,0.0986826167102,0.109737845079,1,1,1,0,264
bent7,BlackEnterprise,4.0,0.131454306349,0.0,0.043067259901,0.0,0.116270255531,0.11074404289,0.126102148822,3,1,5,0,510
bent8,BlackEnterprise,8.0,0.153115492198,0.0,0.0472327529594,0.0,0.0939056206476,0.122486630871,0.133203829027,3,0,1,0,332
bent9,BlackEnterprise,3.0,0.143852751815,0.0,0.0470419174228,0.0,0.10275408817,0.12512485125,0.135785350526,0,0,2,0,378
bent10,BlackEnterprise,0.0,0.141207976049,0.0,0.0474572341371,0.0,0.096114963078,0.124100765815,0.124877691035,0,0,1,0,403
bleach1,BleacherReport,2.0,0.11823753552,0.0,0.0459661317863,0.0,0.118667709321,0.105610288989,0.130323417928,1,0,2,0,409
bleach2,BleacherReport,1.0,0.135256320055,0.0,0.0645023570575,0.0,0.0996180034004,0.131138914963,0.150017241299,1,0,0,0,722
boss1,Bossip,0.0,0.125374031423,0.0,0.0508421107109,0.0,0.114944655296,0.108751456626,0.121812024909,2,0,1,0,230
boss2,Bossip,1.0,0.130534383592,0.0,0.0516979747417,0.0,0.105594987247,0.119299784418,0.143073029328,2,0,4,0,320
boss3,Bossip,1.0,0.136505604935,0.0,0.0602636695686,0.0,0.0895915809751,0.113161151906,0.130173287924,0,0,1,0,131
boss4,Bossip,0.0,0.115581855097,0.0,0.0423492476996,0.0,0.0891311724829,0.0991377143683,0.112081473219,2,0,1,0,65
boss5,Bossip,1.0,0.127688290544,0.0,0.0535904634694,0.0,0.0976123426113,0.0950928360848,0.111066611932,2,0,1,0,83
boss6,Bossip,1.0,0.109347160854,0.0,0.0472194544207,0.0,0.0817823773675,0.102486085723,0.106804672347,3,0,1,0,156
boss7,Bossip,2.0,0.132902468235,0.0,0.0572347795653,0.0,0.0894542483365,0.114874592537,0.127712562067,1,1,1,0,340
boss8,Bossip,2.0,0.121111174776,0.0,0.0491671596889,0.0,0.0953632529125,0.106434820867,0.115240039569,3,0,4,0,819
boss9,Bossip,0.0,0.128715603984,0.0,0.0531951414964,0.0,0.0791361175987,0.135646575188,0.171667006904,0,0,0,0,67
boss10,Bossip,7.0,0.137247643103,0.0,0.0620158913789,0.0,0.0941536656792,0.102927701422,0.105569333646,2,1,1,0,344
boss11,Bossip,2.0,0.135340370294,0.0,0.0437652107894,0.0,0.0977427214908,0.108193216817,0.12444578391,0,0,1,0,329
boss12,Bossip,2.0,0.132010815229,0.0,0.0541448786747,0.0,0.0839589116897,0.0847800065146,0.0957596357285,0,1,1,0,149
boss13,Bossip,0.0,0.108112490354,0.0,0.0446156248477,0.0,0.0924017243414,0.0921597001921,0.10987489568,5,0,2,0,256
boss14,Bossip,2.0,0.122679184937,0.0,0.0569629072284,0.0,0.0909265384426,0.103846975716,0.122292227601,1,0,1,0,382
boss15,Bossip,1.0,0.111149938488,0.0,0.0550668985749,0.0,0.0974396025394,0.118781442366,0.155494509183,0,0,1,0,46
boss16,Bossip,2.0,0.109877450041,0.0,0.0459913612172,0.0,0.0812914833033,0.100806476493,0.114621276255,6,0,2,0,642
boss17,Bossip,4.0,0.139206706649,0.0,0.0583438258592,0.0,0.0907845309689,0.115469287473,0.135430240708,1,0,1,0,315
boss18,Bossip,0.0,0.119268698948,0.0,0.0539411715377,0.0,0.0872237862068,0.106049744582,0.121074953486,2,1,1,0,289
boss19,Bossip,0.0,0.115876374326,0.0,0.0676688397331,0.0,0.0928130821412,0.091021814189,0.0896547248384,0,0,1,0,64
boss20,Bossip,2.0,0.144042599096,0.0,0.053337164772,0.0,0.0852456580729,0.107767517882,0.119316726948,0,1,0,0,82
boss21,Bossip,1.0,0.124549956731,2.0,0.048488193297,0.0,0.0928774249215,0.10162683512,0.112341567551,1,0,7,0,917
boss22,Bossip,2.0,0.1394600337,0.0,0.0532837701754,0.0,0.104451533209,0.137247558215,0.149101613906,1,0,3,0,500
boss23,Bossip,16.0,0.159567285776,0.0,0.0535498341237,0.0,0.0944502027322,0.131931236345,0.137397744615,3,3,2,0,617
boss24,Bossip,1.0,0.140098432211,0.0,0.0504686106162,0.0,0.106851008834,0.108494676687,0.113820118917,0,1,2,0,149
boss25,Bossip,2.0,0.120794503154,0.0,0.0615214248811,0.0,0.106535524636,0.0911819329857,0.0997340412835,1,0,4,0,550
boss26,Bossip,1.0,0.122898470871,0.0,0.0424042056357,0.0,0.100404545342,0.103809651523,0.122502759415,5,0,0,0,221
boss27,Bossip,0.0,0.134700965975,0.0,0.0446881041366,0.0,0.0867868670149,0.126587735253,0.14336883401,0,0,0,0,63
boss28,Bossip,1.0,0.120989142205,0.0,0.0441963277407,0.0,0.0808421910544,0.108566019403,0.127695786706,0,0,2,0,62
boss29,Bossip,0.0,,0.0,,0.0,,,,0,0,0,0,0
boss30,Bossip,1.0,0.115498994444,0.0,0.051251297517,0.0,0.0971607598397,0.0935895433027,0.118637756354,0,0,6,0,799
boss31,Bossip,3.0,0.121338215558,0.0,0.06595803425,0.0,0.101659057146,0.102671247897,0.125401280926,0,0,0,0,681
boss32,Bossip,1.0,0.128851347713,0.0,0.0483398644651,0.0,0.0983100853392,0.105001979536,0.116805547943,0,1,7,0,444
boss33,Bossip,5.0,0.137399445686,0.0,0.0555414905224,0.0,0.0971048667277,0.102157360572,0.111071903532,1,2,4,0,467
boss34,Bossip,19.0,0.162169020452,0.0,0.0576403875698,0.0,0.0990920773525,0.129679586622,0.140764080919,0,0,2,0,532
boss35,Bossip,6.0,0.138630377304,0.0,0.0342933343311,0.0,0.0935865191562,0.113235580376,0.115488066061,0,0,1,0,738
boss36,Bossip,9.0,0.153953736228,0.0,0.0539532532033,0.0,0.0896454792116,0.143190795008,0.161634106082,0,0,0,0,214
boss37,Bossip,0.0,0.116800306476,0.0,0.0470372039633,0.0,0.114541497465,0.0928756262599,0.106388003137,1,1,2,0,94
boss38,Bossip,0.0,0.125424472707,0.0,0.056650723365,0.0,0.0969919214415,0.0967048496726,0.103414376741,0,0,1,3,517
boss39,Bossip,33.0,0.172777291389,0.0,0.0475279972823,0.0,0.0906909343303,0.12951230576,0.135221327223,0,0,0,0,524
boss40,Bossip,1.0,0.138494221816,0.0,0.0657018177119,0.0,0.0903458147394,0.111855788714,0.127360618177,3,1,2,0,294
boston1,Boston,2.0,0.131124631652,0.0,0.0522417432178,0.0,0.104842613728,0.0832182798871,0.0890868656306,1,0,1,0,95
boston2,Boston,1.0,0.117836371608,0.0,0.0508488127684,0.0,0.0945532993402,0.100895295525,0.117128334437,4,0,0,0,626
boston3,Boston,1.0,0.117836371608,0.0,0.0508488127684,0.0,0.0945532993402,0.100895295525,0.117128334437,4,0,0,0,626
boston4,Boston,0.0,0.106054965866,0.0,0.0406647174113,0.0,0.0964424644278,0.0784104081937,0.0852802678801,2,0,2,0,181
boston5,Boston,5.0,0.125257983194,2.0,0.0571528450203,0.0,0.0964727482677,0.103751027777,0.113324969635,3,0,1,0,2236
boston6,Boston,0.0,0.114278352935,0.0,0.0558342105925,0.0,0.0963136949776,0.0998814024546,0.107814341556,4,0,1,0,174
boston7,Boston,1.0,0.118677106631,0.0,0.0488968300795,0.0,0.0962705427187,0.0974635748058,0.102232155017,1,0,1,0,258
boston8,Boston,0.0,0.116450875121,0.0,0.0195140062842,0.0,0.0999937077214,0.0954704159656,0.121853897985,0,0,0,0,18
boston9,Boston,1.0,0.130780681973,0.0,0.0520666055744,0.0,0.103986338925,0.106607907615,0.121907151903,1,0,0,0,195
boston10,Boston,2.0,0.130212559656,0.0,0.0625358546066,1.0,0.0998111309833,0.0998540157995,0.11273889288,0,0,0,0,332
globe1,BostonGlobe,1.0,0.123468274857,1.0,0.0539686655984,0.0,0.0940576526293,0.100607462097,0.108906850956,9,2,1,0,1127
globe2,BostonGlobe,5.0,0.125508369165,2.0,0.058001458457,0.0,0.0971760013131,0.10302697574,0.112784959568,3,0,1,0,2321
globe3,BostonGlobe,11.0,0.139100706382,0.0,0.0537549225848,0.0,0.106011209967,0.111639304712,0.127574577353,5,1,2,0,1315
globe4,BostonGlobe,3.0,0.127465515195,0.0,0.0416361306234,0.0,0.099615829754,0.109670526557,0.1223233176,3,1,0,0,1100
globe5,BostonGlobe,15.0,0.146362035904,0.0,0.0546496479965,0.0,0.103894332084,0.117862118476,0.124321350787,6,0,2,0,1204
globe6,BostonGlobe,4.0,0.133284836417,0.0,0.0568938577761,0.0,0.0975371419278,0.103462494929,0.112725872683,5,0,1,0,509
